Unnamed: 0,e_corr,e_ccsd,e_ccsdt,e_hf,ecorr_t
cr_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_hydroxyl-O-0-d1_hydroxyl-O-0-d1_4,-5.088939157,-2186.247117141,-2186.484455304,-2181.3955161470003,95.33619570448931
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_water-O-0-0_water-O-0-0_water-O-0-0_5,-1.940541953,-1660.846676934,-1660.896918195,-1658.9563762419998,97.41096754326186
fe_2_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_misc-C-4-0_misc-C-4-0_misc-C-4-0_5,-2.718824801,-3039.672611217,-3039.778610031,-3037.05978523,96.10130031325173
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_SH2-S-0-0_SH2-S-0-0_5,-1.819920637,-2286.153409238,-2286.205713491,-2284.385792854,97.12601462192886
fe_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_SH2-S-0-0_5,-2.348783863,-3839.744415987,-3839.865534027,-3837.516750164,94.84337226987432
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_furan-O-0-0_carbonyl-C-0-0_furan-O-0-0_5,-3.753364362,-2174.102395351,-2174.260374099,-2170.507009737,95.79100953801702
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_carboxyl-O-1-d1_ammonia-N-0-0_carboxyl-O-1-d1_5,-2.720219701,-1866.520123152,-1866.610934777,-1863.890715076,96.6616069662783
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_cyanide-C-0-d1_cyanide-C-0-d1_5,-2.657190771,-1900.836941194,-1900.949373083,-1898.292182312,95.76876864743546
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_5,-3.948853136,-2124.280169751,-2124.422018305,-2120.4731651690004,96.40785440442716
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_acetonitrile-N-1-0_5,-2.997793571,-1966.583130418,-1966.689546214,-1963.691752643,96.45019600317694
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_carbonyl-C-0-0_formaldehyde-O-1-0_5,-2.761699931,-1944.779829764,-1944.882252844,-1942.120552913,96.29130309016034
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_formaldehyde-O-1-0_5,-2.046077131,-1659.134883623,-1659.19381112,-1657.147733989,97.11997675418688
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_misc-C-4-0_5,-2.18066643,-1677.300164502,-1677.367759189,-1675.187092759,96.900273876361
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_chloride-Cl-0-d1_chloride-Cl-0-d1_5,-1.844099548,-2408.365851066,-2408.419809919,-2406.575710371,97.07397287426647
cr_3_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_cs-C-0-0_cs-C-0-0_4,-2.104739699,-2219.402411356,-2219.485943132,-2217.381203433,96.03125383914848
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_5,-3.070882442,-2967.045280312,-2967.186725657,-2964.115843215,95.3939837271087
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_pyridine-N-3-0_pyridine-N-3-0_5,-3.478243124,-1983.94291772,-1984.081585631,-1980.603342507,96.01327721908808
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ome2-O-0-0_ome2-O-0-0_5,-3.853239403,-2102.041504653,-2102.185215837,-2098.3319764340004,96.27038008880814
fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_water-O-0-0_water-O-0-0_5,-3.110042931,-1945.186023422,-1945.301230949,-1942.191188018,96.29562904577196
cr_3_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_ome2-O-0-0_phosphine-P-0-0_ome2-O-0-0_4,-2.422481088,-2722.956632774,-2723.044873388,-2720.6223923,96.35742815756196
fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_thiocyanate-S-0-d1_thiocyanate-S-0-d1_5,-2.519732334,-2469.700894789,-2469.79765266,-2467.277920326,96.1599940718036
fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_5,-4.674306006,-2345.240486088,-2345.452399216,-2340.77809321,95.46642586668882
fe_3_cyanide-C-0-d1_cyanide-C-0-d1_fluoride-F-0-d1_fluoride-F-0-d1_cyanide-C-0-d1_fluoride-F-0-d1_6,-2.284353655,-1840.071397812,-1840.156134705,-1837.87178105,96.2905527865727
fe_3_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_water-O-0-0_carbonyl-C-0-0_water-O-0-0_6,-2.430899817,-1866.903684793,-1866.996819554,-1864.565919737,96.16871249284614
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_5,-3.947380052,-2180.18216189,-2180.334521075,-2176.387141023,96.14024535279148
fe_3_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_chloride-Cl-0-d1_cyanide-C-0-d1_chloride-Cl-0-d1_6,-2.286943726,-2553.028203767,-2553.129681233,-2550.842737507,95.56274757238538
fe_2_misc-C-4-0_misc-C-4-0_misc-C-4-0_chloride-Cl-0-d1_misc-C-4-0_chloride-Cl-0-d1_5,-3.031671743,-2712.336302249,-2712.456650838,-2709.424979095,96.03028958270704
fe_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_chloride-Cl-0-d1_chloride-Cl-0-d1_5,-3.408744683,-2801.486064976,-2801.59653234,-2798.187787657,96.75929486443384
fe_3_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_pyridine-N-3-0_imidazole-N-2-0_pyridine-N-3-0_6,-6.18672334,-2660.89282425,-2661.180123649,-2654.993400309,95.35619449567784
fe_3_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_cs-C-0-0_cs-C-0-0_6,-2.538521056,-2505.032653189,-2505.160765027,-2502.622243971,94.9532883449142
fe_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_carboxyl-O-1-d1_carboxyl-O-1-d1_5,-5.437200452,-2543.83560525,-2544.068853932,-2538.63165348,95.71013274093656
fe_3_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_carbonyl-C-0-0_acetonitrile-N-1-0_carbonyl-C-0-0_6,-3.300609195,-2018.243398285,-2018.382355027,-2015.081745832,95.7899668276303
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_5,-5.071096234,-2415.477099635,-2415.67347819,-2410.602381956,96.12749303230412
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_ome2-O-0-0_ome2-O-0-0_5,-3.318046596,-2029.251758883,-2029.362119623,-2026.044073027,96.67392434654424
fe_2_ome2-O-0-0_ome2-O-0-0_phosphine-P-0-0_phosphine-P-0-0_ome2-O-0-0_phosphine-P-0-0_5,-2.90493585,-2754.716263568,-2754.808198296,-2751.903262446,96.83522346975457
fe_3_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_pyridine-N-3-0_pyridine-N-3-0_6,-4.646514018,-2287.516862293,-2287.72586988,-2283.0793558620003,95.5018410319955
fe_3_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_hydroxyl-O-0-d1_cyanide-C-0-d1_hydroxyl-O-0-d1_6,-2.383427678,-1784.934632668,-1785.037436835,-1782.654009157,95.68670918992034
fe_3_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_6,-3.846675091,-3319.605675739,-3319.774111418,-3315.927436327,95.62126576810212
fe_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_acetonitrile-N-1-0_imidazole-N-2-0_acetonitrile-N-1-0_5,-5.205896097,-2430.763601041,-2430.990826713,-2425.784930616,95.63522460367726
fe_3_furan-O-0-0_furan-O-0-0_furan-O-0-0_thiocyanate-S-0-d1_furan-O-0-0_thiocyanate-S-0-d1_6,-5.195048324,-3161.847451964,-3162.083172473,-3156.8881241490003,95.46259256316394
fe_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_SH2-S-0-0_ome2-O-0-0_SH2-S-0-0_5,-3.386853874,-2679.278666856,-2679.387619359,-2676.000765485,96.78307635778734
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_misc-C-4-0_misc-C-4-0_formaldehyde-O-1-0_misc-C-4-0_5,-3.268422568,-2002.87401971,-2002.998131248,-1999.72970868,96.202708327406
fe_2_water-O-0-0_water-O-0-0_water-O-0-0_imidazole-N-2-0_water-O-0-0_imidazole-N-2-0_5,-3.32024745,-2019.399985613,-2019.521245005,-2016.200997555,96.34788087856866
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_water-O-0-0_water-O-0-0_water-O-0-0_5,-2.428943003,-1834.394206385,-1834.467710004,-1832.038767001,96.9738433998142
fe_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_cyanide-C-0-d1_imidazole-N-2-0_cyanide-C-0-d1_5,-4.854530618,-2351.491852447,-2351.709889358,-2346.85535874,95.50858923019716
fe_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_water-O-0-0_water-O-0-0_5,-1.715875627,-2785.768929168,-2785.817055478,-2784.101179851,97.1952331950698
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_5,-3.803328573,-3147.924080328,-3148.080277798,-3144.2769492250004,95.89313762925153
fe_2_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_ome2-O-0-0_5,-2.366483789,-1798.830138179,-1798.893066874,-1796.526583085,97.34083557671492
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_cs-C-0-0_5,-5.335968026,-2846.064352539,-2846.300453719,-2840.964485693,95.57528870395387
fe_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_ammonia-N-0-0_phosphine-P-0-0_ammonia-N-0-0_5,-1.680078187,-2746.068056676,-2746.11710312,-2744.437024933,97.08070467319398
fe_2_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_SH2-S-0-0_SH2-S-0-0_5,-1.893603943,-2365.561032478,-2365.611763769,-2363.718159826,97.3209133204734
fe_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_cs-C-0-0_5,-5.979298742,-2937.124128337,-2937.408801565,-2931.429502823,95.23901982016253
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_ome2-O-0-0_ome2-O-0-0_formaldehyde-O-1-0_ome2-O-0-0_5,-3.547787353,-2069.681635121,-2069.798470382,-2066.250683029,96.7068133071418
fe_2_water-O-0-0_water-O-0-0_water-O-0-0_acetonitrile-N-1-0_water-O-0-0_acetonitrile-N-1-0_5,-2.55321665,-1832.798627397,-1832.880904367,-1830.327687717,96.7775170978891
fe_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_5,-3.772381943,-2110.118636576,-2110.241233038,-2106.468851095,96.7501577556984
fe_3_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_cs-C-0-0_6,-3.913775637,-2471.372924113,-2471.51296997,-2467.599194333,96.4217198432098
fe_3_misc-C-4-0_misc-C-4-0_misc-C-4-0_fluoride-F-0-d1_misc-C-4-0_fluoride-F-0-d1_6,-3.1044082,-1992.152413434,-1992.272397514,-1989.167989314,96.1350417770474
fe_3_chloride-Cl-0-d1_chloride-Cl-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_chloride-Cl-0-d1_cyanide-C-0-d1_6,-2.146948606,-2920.093503999,-2920.185333723,-2918.038385117,95.72277958851092
fe_3_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_chloride-Cl-0-d1_pyridine-N-3-0_6,-2.554884588,-3809.501520467,-3809.608529802,-3807.053645214,95.811578515025
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_5,-4.769760446,-2348.822813499,-2349.029125839,-2344.259365393,95.67457648375417
fe_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_5,-3.949575814,-2124.176663141,-2124.319092845,-2120.369517031,96.39379744288416
fe_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_thiocyanate-S-0-d1_5,-6.199050118,-2992.133304479,-2992.426621691,-2986.227571573,95.26835230532144
fe_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_acetonitrile-N-1-0_acetonitrile-N-1-0_5,-5.674466959,-2518.690228308,-2518.948528111,-2513.2740611520003,95.44803406440232
fe_3_hydroxyl-O-0-d1_hydroxyl-O-0-d1_hydroxyl-O-0-d1_hydroxyl-O-0-d1_imidazole-N-2-0_imidazole-N-2-0_6,-3.329580531,-2017.466211423,-2017.598773473,-2014.269192942,96.01865614104248
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_water-O-0-0_5,-5.253265032,-2486.711806326,-2486.933467185,-2481.680202153,95.78051254505556
fe_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_hydroxyl-O-0-d1_5,-3.872576742,-2112.253541323,-2112.377232293,-2108.504655551,96.80597756376224
fe_2_furan-O-0-0_furan-O-0-0_phosphine-P-0-0_phosphine-P-0-0_furan-O-0-0_phosphine-P-0-0_5,-3.742239508,-2979.212003254,-2979.364439234,-2975.6221997260004,95.9266107988436
fe_2_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_carbonyl-C-0-0_5,-2.108745036,-1757.199722742,-1757.25868057,-1755.149935534,97.20412724186716
fe_3_cs-C-0-0_cs-C-0-0_cs-C-0-0_ammonia-N-0-0_cs-C-0-0_ammonia-N-0-0_6,-2.250184508,-3117.573400687,-3117.682176587,-3115.431992079,95.16591196795729
fe_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_chloride-Cl-0-d1_phosphine-P-0-0_chloride-Cl-0-d1_5,-1.646788914,-3553.157605916,-3553.210558719,-3551.563769805,96.78448145055953
fe_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_5,-2.628973443,-2687.914555246,-2688.014062484,-2685.385089041,96.21497743672955
fe_2_misc-C-4-0_misc-C-4-0_misc-C-4-0_water-O-0-0_misc-C-4-0_water-O-0-0_5,-3.113571811,-1945.044987213,-1945.161384552,-1942.047812741,96.26161379708964
fe_2_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_5,-2.284372296,-1796.397982218,-1796.463316876,-1794.17894458,97.13992950647824
fe_3_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_thiocyanate-S-0-d1_6,-2.978636172,-2318.301289581,-2318.448419972,-2315.4697838,95.06047793339
fe_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_carboxyl-O-1-d1_5,-2.109504259,-3164.902195725,-3164.974455699,-3162.86495144,96.57455187912328
fe_3_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_hydroxyl-O-0-d1_6,-5.296335507,-2467.245127403,-2467.48165049,-2462.185314983,95.53421253832344
fe_3_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_hydroxyl-O-0-d1_6,-3.379649504,-2000.722085409,-2000.861793903,-1997.482144399,95.86618393905992
fe_3_cs-C-0-0_cs-C-0-0_cs-C-0-0_cyanide-C-0-d1_cs-C-0-0_cyanide-C-0-d1_6,-2.509588898,-3190.72594187,-3190.861466332,-3188.351877434,94.5997345578003
fe_3_cs-C-0-0_cs-C-0-0_cs-C-0-0_pyridine-N-3-0_cs-C-0-0_pyridine-N-3-0_6,-3.849232966,-3500.26653571,-3500.464656331,-3496.615423365,94.85298440624446
fe_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_furan-O-0-0_furan-O-0-0_5,-6.423175376,-2712.825022068,-2713.12091429,-2706.697738914,95.39336535780114
fe_3_hydroxyl-O-0-d1_hydroxyl-O-0-d1_hydroxyl-O-0-d1_hydroxyl-O-0-d1_ome2-O-0-0_ome2-O-0-0_6,-2.758326254,-1875.391263061,-1875.481441823,-1872.723115569,96.7306709324418
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_SH2-S-0-0_5,-5.205486313,-2809.287400676,-2809.510284434,-2804.304798121,95.718291344974
fe_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_furan-O-0-0_5,-4.51316819,-2265.809151475,-2265.965346716,-2261.452178526,96.53912208842388
fe_3_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_water-O-0-0_6,-2.486041106,-1802.685886757,-1802.797432856,-1800.31139175,95.51310319323215
fe_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ammonia-N-0-0_ammonia-N-0-0_5,-3.446167538,-1994.416360849,-1994.523330296,-1991.077162758,96.89598820079394
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_pyridine-N-3-0_pyridine-N-3-0_5,-4.134207349,-2215.347737629,-2215.517978268,-2211.383770919,95.88214560546518
fe_3_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_misc-C-4-0_acetonitrile-N-1-0_misc-C-4-0_6,-3.634426697,-2057.011945579,-2057.163924655,-2053.529497958,95.81834801826297
fe_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_misc-C-4-0_5,-5.590344849,-2524.025180757,-2524.272559602,-2518.682214753,95.57489114388734
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_ome2-O-0-0_furan-O-0-0_ome2-O-0-0_5,-5.350322988,-2490.311639174,-2490.528136494,-2485.1778135060003,95.95356541117371
fe_3_cs-C-0-0_cs-C-0-0_cs-C-0-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_6,-4.550062741,-3312.402619578,-3312.631586794,-3308.081524053,94.96782288436025
fe_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_acetonitrile-N-1-0_ome2-O-0-0_acetonitrile-N-1-0_5,-4.043091335,-2146.513127745,-2146.652946641,-2142.609855306,96.54178240323924
fe_3_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_formaldehyde-O-1-0_imidazole-N-2-0_formaldehyde-O-1-0_6,-4.908220757,-2393.913090895,-2394.126690542,-2389.218469785,95.64812469579591
fe_3_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_6,-2.107319317,-2629.201282835,-2629.284541551,-2627.177222234,96.049069767045
fe_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_5,-4.233950611,-2190.973980331,-2191.110005279,-2186.876054668,96.78728071021176
fe_2_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_misc-C-4-0_5,-2.276815523,-1776.568237751,-1776.634289534,-1774.3574740109998,97.0989400620041
fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_5,-4.381522808,-2294.176154645,-2294.352911794,-2289.9713889860004,95.96585121781258
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_misc-C-4-0_furan-O-0-0_misc-C-4-0_5,-5.161533152,-2445.771449127,-2445.992339242,-2440.83080609,95.7204553667463
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_imidazole-N-2-0_imidazole-N-2-0_5,-5.930252332,-2632.450332847,-2632.710158206,-2626.779905874,95.61864581043004
fe_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_furan-O-0-0_furan-O-0-0_5,-4.792409918,-2340.643737387,-2340.820108741,-2336.027698823,96.31977737677455
fe_3_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_fluoride-F-0-d1_cyanide-C-0-d1_fluoride-F-0-d1_6,-2.377882565,-1833.017437261,-1833.114335685,-1830.73645312,95.92501221774434
fe_3_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_fluoride-F-0-d1_carboxyl-O-1-d1_fluoride-F-0-d1_6,-3.56446631,-2217.701633244,-2217.832132767,-2214.267666457,96.33887623979024
fe_3_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_ammonia-N-0-0_ammonia-N-0-0_6,-3.050195634,-1904.836791372,-1904.957217495,-1901.907021861,96.05185576762683
fe_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_formaldehyde-O-1-0_5,-4.002016651,-2150.54254385,-2150.671741455,-2146.669724804,96.7716874699263
fe_2_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_carbonyl-C-0-0_carbonyl-C-0-0_5,-2.221384886,-1793.995618028,-1794.064361781,-1791.842976895,96.90536505253274
fe_3_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_6,-2.177338572,-2632.856569411,-2632.932356955,-2630.7550183830003,96.51925773165648
fe_3_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_fluoride-F-0-d1_fluoride-F-0-d1_fluoride-F-0-d1_6,-3.182116368,-2128.592868919,-2128.703651243,-2125.521534875,96.51859607920522
fe_2_water-O-0-0_water-O-0-0_water-O-0-0_ome2-O-0-0_water-O-0-0_ome2-O-0-0_5,-2.7372352,-1877.260737738,-1877.338254255,-1874.601019055,97.16807247692624
fe_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_furan-O-0-0_fluoride-F-0-d1_fluoride-F-0-d1_5,-4.622110055,-2380.844518933,-2381.031515039,-2376.409404984,95.95431299179587
fe_2_water-O-0-0_water-O-0-0_water-O-0-0_pyridine-N-3-0_water-O-0-0_pyridine-N-3-0_5,-3.55397845,-2063.357117293,-2063.494422794,-2059.940444344,96.136569117358
fe_2_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_carbonyl-C-0-0_5,-3.50371169,-2038.00338785,-2038.146222737,-2034.642511047,95.92332647096627
mn_2_misc-C-4-0_misc-C-4-0_misc-C-4-0_SH2-S-0-0_misc-C-4-0_SH2-S-0-0_6,-2.955967773,-2477.57484892,-2477.69193807,-2474.735970297,96.03888949434094
mn_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_water-O-0-0_water-O-0-0_6,-1.739707118,-2898.089289315,-2898.141119959,-2896.4014128410004,97.02072587596868
mn_2_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_6,-6.269593083,-2570.670509076,-2570.959621771,-2564.690028688,95.38865296084734
